"Code","ActiveIngredients","Size","Price"
"A12827","Macrogol '3350' 105<U+202F>gram per 1<U+202F>litre","4",NA
"A12828","Potassium 5.4<U+202F>mmol per 1<U+202F>litre","500",NA
"A12829","Sodium 65<U+202F>mmol per 1<U+202F>litre","10",NA
"A12830","Bicarbonate 17<U+202F>mmol per 1<U+202F>litre","30",NA
"A12831","Chloride 53<U+202F>mmol per 1<U+202F>litre","30",NA
"A12832","Macrogol '3350' 105<U+202F>gram per 1<U+202F>litre","20",NA
"A12833","Potassium 5.4<U+202F>mmol per 1<U+202F>litre","30",NA
"A12834","Sodium 65<U+202F>mmol per 1<U+202F>litre","20",NA
"A12835","Bicarbonate 17<U+202F>mmol per 1<U+202F>litre","30",NA
"A12836","Chloride 53<U+202F>mmol per 1<U+202F>litre","30",NA
"A12837","Macrogol '3350' 105<U+202F>gram per 1<U+202F>litre","30",NA
"A12838","Potassium 5.4<U+202F>mmol per 1<U+202F>litre","30",NA
"A12839","Sodium 65<U+202F>mmol per 1<U+202F>litre","20",NA
"A12840","Bicarbonate 17<U+202F>mmol per 1<U+202F>litre","30",NA
"A12841","Chloride 53<U+202F>mmol per 1<U+202F>litre","30",NA
"A12842","Macrogol '3350' 105<U+202F>gram per 1<U+202F>litre","20",NA
"A12843","Potassium 5.4<U+202F>mmol per 1<U+202F>litre","30",NA
"A12844","Sodium 65<U+202F>mmol per 1<U+202F>litre","20",NA
"A12845","Bicarbonate 17<U+202F>mmol per 1<U+202F>litre","30",NA
"A12846","Chloride 53<U+202F>mmol per 1<U+202F>litre","20",NA
"A12847","Macrogol '3350' 105<U+202F>gram per 1<U+202F>litre","30",NA
"A12848","Potassium 5.4<U+202F>mmol per 1<U+202F>litre","30",NA
"A12849","Sodium 65<U+202F>mmol per 1<U+202F>litre","20",NA
"A12850","Bicarbonate 17<U+202F>mmol per 1<U+202F>litre","30",NA
"A12851","Chloride 53<U+202F>mmol per 1<U+202F>litre","30",NA
"A12852","Macrogol '3350' 105<U+202F>gram per 1<U+202F>litre","20",NA
"A12853","Potassium 5.4<U+202F>mmol per 1<U+202F>litre","30",NA
"A12854","Sodium 65<U+202F>mmol per 1<U+202F>litre","20",NA
"A12855","Bicarbonate 17<U+202F>mmol per 1<U+202F>litre","30",NA
"A12856","Chloride 53<U+202F>mmol per 1<U+202F>litre","30",NA
"A12857","Macrogol '3350' 105<U+202F>gram per 1<U+202F>litre","30",NA
"A12858","Potassium 5.4<U+202F>mmol per 1<U+202F>litre","30",NA
"A12859","Sodium 65<U+202F>mmol per 1<U+202F>litre","30",NA
"A12860","Bicarbonate 17<U+202F>mmol per 1<U+202F>litre","50",NA
"A12861","Chloride 53<U+202F>mmol per 1<U+202F>litre","20",NA
"A12862","Macrogol '3350' 105<U+202F>gram per 1<U+202F>litre","30",NA
"A12863","Potassium 5.4<U+202F>mmol per 1<U+202F>litre","50",NA
"A12864","Sodium 65<U+202F>mmol per 1<U+202F>litre","20",NA
"A12865","Bicarbonate 17<U+202F>mmol per 1<U+202F>litre","30",NA
"A12866","Chloride 53<U+202F>mmol per 1<U+202F>litre","4",NA
"A12867","Macrogol '3350' 105<U+202F>gram per 1<U+202F>litre","500",NA
"A12868","Potassium 5.4<U+202F>mmol per 1<U+202F>litre","10",NA
"A12869","Sodium 65<U+202F>mmol per 1<U+202F>litre","30",NA
"A12870","Bicarbonate 17<U+202F>mmol per 1<U+202F>litre","30",NA
"A12871","Chloride 53<U+202F>mmol per 1<U+202F>litre","20",NA
"A12872","Macrogol '3350' 105<U+202F>gram per 1<U+202F>litre","30",NA
"A12873","Potassium 5.4<U+202F>mmol per 1<U+202F>litre","20",NA
"A12874","Sodium 65<U+202F>mmol per 1<U+202F>litre","30",NA
"A12875","Magnesium (as Magnesium aspartate hydrochloride) 121.5<U+202F>mg","50",NA
"A12876","Magnesium (as Magnesium aspartate) 243<U+202F>mg","10",NA
"A12877","Citric acid anhydrous 10.97<U+202F>gram","2",NA
"A12878","Magnesium oxide light 3.5<U+202F>gram","2",NA
"A12879","Sodium picosulfate 10<U+202F>mg","20",NA
"A12880","Sodium picosulfate 10<U+202F>mg","2",NA
"A12881","Citric acid anhydrous 12<U+202F>gram","2",NA
"A12882","Magnesium oxide 3.5<U+202F>gram","20",NA
"A12883","Magnesium (as Magnesium glycerophosphate) 97.2<U+202F>mg","30",NA
"A12884","Magnesium (as Magnesium glycerophosphate) 97.2<U+202F>mg","30",NA
"A12885","Magnesium (as Magnesium glycerophosphate) 97.2<U+202F>mg","50",NA
"A12886","Magnesium (as Magnesium glycerophosphate) 97.2<U+202F>mg","50",NA
"A12887","Magnesium (as Magnesium glycerophosphate) 97.2<U+202F>mg","50",NA
"A12888","Magnesium (as Magnesium glycerophosphate) 97.2<U+202F>mg","50",NA
"A12889","Magnesium (as Magnesium glycerophosphate) 97.2<U+202F>mg","50",NA
"A12890","Magnesium (as Magnesium glycerophosphate) 97.2<U+202F>mg","50",NA
"A12891","Magnesium (as Magnesium glycerophosphate) 39.5<U+202F>mg","50",NA
"A12892","Magnesium (as Magnesium glycerophosphate) 48.6<U+202F>mg","30",NA
"A12893","Magnesium (as Magnesium glycerophosphate) 48.6<U+202F>mg","50",NA
"A12894","Magnesium (as Magnesium glycerophosphate) 48.6<U+202F>mg","50",NA
"A12895","Magnesium (as Magnesium glycerophosphate) 97.2<U+202F>mg","30",NA
"A12896","Magnesium (as Magnesium glycerophosphate) 97.2<U+202F>mg","50",NA
"A12897","Magnesium (as Magnesium glycerophosphate) 97.2<U+202F>mg","50",NA
"A12898","Magnesium (as Magnesium glycerophosphate) 19.44<U+202F>mg per 1<U+202F>ml","200",NA
"A12899","Magnesium (as Magnesium glycerophosphate) 19.44<U+202F>mg per 1<U+202F>ml","200",NA
"A12900","Magnesium (as Magnesium glycerophosphate) 24.25<U+202F>mg per 1<U+202F>ml","200",NA
"A12901","Magnesium (as Magnesium glycerophosphate) 24.25<U+202F>mg per 1<U+202F>ml","200",NA
"A12902","Magnesium (as Magnesium glycerophosphate) 24.25<U+202F>mg per 1<U+202F>ml","200",NA
"A12903","Magnesium hydroxide 79<U+202F>mg per 1<U+202F>ml","500",NA
"A12904","Magnesium hydroxide 79<U+202F>mg per 1<U+202F>ml","200",NA
"A12905","Magnesium hydroxide 80<U+202F>mg per 1<U+202F>ml","500",NA
"A12906","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","10",NA
"A12907","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","10",NA
"A12908","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","50",NA
"A12909","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","10",NA
"A12910","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","10",NA
"A12911","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","10",NA
"A12912","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","10",NA
"A12913","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","10",NA
"A12914","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","10",NA
"A12915","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","10",NA
"A12916","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","10",NA
"A12917","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","10",NA
"A12918","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","10",NA
"A12919","Magnesium sulfate heptahydrate 100<U+202F>mg per 1<U+202F>ml","10",NA
"A12920","Magnesium sulfate heptahydrate 100<U+202F>mg per 1<U+202F>ml","10",NA
"A12921","Magnesium sulfate heptahydrate 100<U+202F>mg per 1<U+202F>ml","10",NA
"A12922","Magnesium sulfate heptahydrate 100<U+202F>mg per 1<U+202F>ml","10",NA
"A12923","Magnesium sulfate heptahydrate 100<U+202F>mg per 1<U+202F>ml","10",NA
"A12924","Magnesium sulfate heptahydrate 200<U+202F>mg per 1<U+202F>ml","10",NA
"A12925","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","10",NA
"A12926","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","10",NA
"A12927","Magnesium sulfate dried 1<U+202F>mg per 1<U+202F>mg","300",NA
"A12928","Magnesium sulfate dried 1<U+202F>mg per 1<U+202F>mg","500",NA
"A12929","Magnesium sulfate dried 1<U+202F>mg per 1<U+202F>mg","2000",NA
"A12930","Magnesium sulfate dried 1<U+202F>mg per 1<U+202F>mg","5000",NA
"A12931","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","500",NA
"A12932","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","2000",NA
"A12933","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","5000",NA
"A12934","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","300",NA
"A12935","Magnesium sulfate heptahydrate 500<U+202F>mg per 1<U+202F>ml","200",NA
"A12936","Sodium bicarbonate 50<U+202F>mg per 1<U+202F>ml","200",NA
"A12937","Magnesium carbonate light 50<U+202F>mg per 1<U+202F>ml","200",NA
"A12938","Magnesium trisilicate 50<U+202F>mg per 1<U+202F>ml","200",NA
"A12939","Sodium bicarbonate 50<U+202F>mg per 1<U+202F>ml","200",NA
"A12940","Magnesium carbonate light 50<U+202F>mg per 1<U+202F>ml","200",NA
"A12941","Magnesium trisilicate 50<U+202F>mg per 1<U+202F>ml","200",NA
"A12942","Malathion 5<U+202F>mg per 1<U+202F>gram","50",NA
"A12943","Malathion 5<U+202F>mg per 1<U+202F>gram","200",NA
"A12944","Mannitol 100<U+202F>mg per 1<U+202F>ml","1",NA
"A12945","Mannitol 100<U+202F>mg per 1<U+202F>ml","20",NA
"A12946","Mannitol 150<U+202F>mg per 1<U+202F>ml","1",NA
"A12947","Mannitol 200<U+202F>mg per 1<U+202F>ml","12",NA
"A12948","Mannitol 200<U+202F>mg per 1<U+202F>ml","20",NA
"A12949","Mannitol 200<U+202F>mg per 1<U+202F>ml","1",NA
"A12950","Mannitol 5<U+202F>mg","20",NA
"A12951","Mannitol 10<U+202F>mg","1",NA
"A12952","Mannitol 20<U+202F>mg","30",NA
"A12953","Mannitol 40<U+202F>mg","1",NA
"A12954","Mannitol 40<U+202F>mg","12",NA
"A12955","Mannitol 40<U+202F>mg","1",NA
"A12956","Mannitol 100<U+202F>mg per 1<U+202F>ml","1",NA
"A12957","Mannitol 100<U+202F>mg per 1<U+202F>ml","1",NA
"A12958","Mannitol 150<U+202F>mg per 1<U+202F>ml","10",NA
"A12959","Mannitol 200<U+202F>mg per 1<U+202F>ml","280",NA
"A12960","Mannitol 200<U+202F>mg per 1<U+202F>ml","15",NA
"A12961","Maraviroc 25<U+202F>mg","120",NA
"A12962","Maraviroc 75<U+202F>mg","120",NA
"A12963","Maraviroc 150<U+202F>mg","60",NA
"A12964","Maraviroc 300<U+202F>mg","60",NA
"A12965","Mebendazole 100<U+202F>mg","4",NA
"A12966","Mebendazole 100<U+202F>mg","1",NA
"A12967","Mebendazole 100<U+202F>mg","4",NA
"A12968","Mebendazole 20<U+202F>mg per 1<U+202F>ml","6",NA
"A12969","Mebendazole 20<U+202F>mg per 1<U+202F>ml","30",NA
"A12970","Mebendazole 100<U+202F>mg","30",NA
"A12971","Mebeverine hydrochloride 135<U+202F>mg","15",NA
"A12972","Mebeverine hydrochloride 135<U+202F>mg","100",NA
"A12973","Mebeverine hydrochloride 135<U+202F>mg","15",NA
"A12974","Mebeverine hydrochloride 135<U+202F>mg","100",NA
"A12975","Mebeverine hydrochloride 135<U+202F>mg","100",NA
"A12976","Mebeverine hydrochloride 135<U+202F>mg","100",NA
"A12977","Mebeverine hydrochloride 135<U+202F>mg","100",NA
"A12978","Mebeverine hydrochloride 135<U+202F>mg","100",NA
"A12979","Mebeverine hydrochloride 135<U+202F>mg","100",NA
"A12980","Mebeverine hydrochloride 135<U+202F>mg","100",NA
"A12981","Mebeverine hydrochloride 135<U+202F>mg","100",NA
"A12982","Mebeverine hydrochloride 135<U+202F>mg","100",NA
"A12983","Mebeverine hydrochloride 135<U+202F>mg","100",NA
"A12984","Mebeverine hydrochloride 135<U+202F>mg","100",NA
"A12985","Mebeverine hydrochloride 135<U+202F>mg","100",NA
"A12986","Mebeverine hydrochloride 200<U+202F>mg","60",NA
"A12987","Mebeverine hydrochloride 200<U+202F>mg","60",NA
"A12988","Mebeverine hydrochloride 200<U+202F>mg","60",NA
"A12989","Mebeverine hydrochloride 200<U+202F>mg","60",NA
"A12990","Mebeverine hydrochloride 200<U+202F>mg","60",NA
"A12991","Mebeverine hydrochloride 200<U+202F>mg","60",NA
"A12992","Mebeverine hydrochloride (as Mebeverine pamoate) 10<U+202F>mg per 1<U+202F>ml","300",NA
"A12993","Mebeverine hydrochloride (as Mebeverine pamoate) 10<U+202F>mg per 1<U+202F>ml","300",NA
"A12994","Mebeverine hydrochloride (as Mebeverine pamoate) 10<U+202F>mg per 1<U+202F>ml","300",NA
"A12995","Mebeverine hydrochloride 135<U+202F>mg","10",NA
"A12996","Ispaghula husk 3.5<U+202F>gram","10",NA
"A12997","Medroxyprogesterone acetate 2.5<U+202F>mg","30",NA
"A12998","Medroxyprogesterone acetate 5<U+202F>mg","28",NA
"A12999","Medroxyprogesterone acetate 5<U+202F>mg","10",NA
"A13000","Medroxyprogesterone acetate 10<U+202F>mg","100",NA
"A13001","Medroxyprogesterone acetate 100<U+202F>mg","10",NA
"A13002","Medroxyprogesterone acetate 200<U+202F>mg","90",NA
"A13003","Medroxyprogesterone acetate 400<U+202F>mg","100",NA
"A13004","Medroxyprogesterone acetate 150<U+202F>mg per 1<U+202F>ml","60",NA
"A13005","Medroxyprogesterone acetate 160<U+202F>mg per 1<U+202F>ml","100",NA
"A13006","Medroxyprogesterone acetate 2.5<U+202F>mg","30",NA
"A13007","Medroxyprogesterone acetate 5<U+202F>mg","30",NA
"A13008","Medroxyprogesterone acetate 5<U+202F>mg","1",NA
"A13009","Medroxyprogesterone acetate 10<U+202F>mg","1",NA
"A13010","Mefenamic acid 500<U+202F>mg","28",NA
"A13011","Mefenamic acid 500<U+202F>mg","84",NA
"A13012","Mefenamic acid 500<U+202F>mg","28",NA
"A13013","Mefenamic acid 500<U+202F>mg","28",NA
"A13014","Mefenamic acid 500<U+202F>mg","28",NA
"A13015","Mefenamic acid 500<U+202F>mg","84",NA
"A13016","Mefenamic acid 500<U+202F>mg","28",NA
"A13017","Mefenamic acid 500<U+202F>mg","28",NA
"A13018","Mefenamic acid 250<U+202F>mg","28",NA
"A13019","Mefenamic acid 250<U+202F>mg","84",NA
"A13020","Mefenamic acid 250<U+202F>mg","100",NA
"A13021","Mefenamic acid 250<U+202F>mg","100",NA
"A13022","Mefenamic acid 250<U+202F>mg","100",NA
"A13023","Mefenamic acid 250<U+202F>mg","100",NA
"A13024","Mefenamic acid 250<U+202F>mg","100",NA
"A13025","Mefenamic acid 250<U+202F>mg","100",NA
"A13026","Mefenamic acid 10<U+202F>mg per 1<U+202F>ml","100",NA
"A13027","Mefenamic acid 10<U+202F>mg per 1<U+202F>ml","100",NA
"A13028","Mefenamic acid 10<U+202F>mg per 1<U+202F>ml","100",NA
"A13029","Mefenamic acid 10<U+202F>mg per 1<U+202F>ml","125",NA
"A13030","Mefenamic acid 500<U+202F>mg","125",NA
"A13031","Mefenamic acid 500<U+202F>mg","125",NA
"A13032","Mefenamic acid 500<U+202F>mg","125",NA
"A13033","Mefloquine (as Mefloquine hydrochloride) 250<U+202F>mg","8",NA
"A13034","Megestrol acetate 40<U+202F>mg","100",NA
"A13035","Megestrol acetate 160<U+202F>mg","30",NA
"A13036","Megestrol acetate 40<U+202F>mg per 1<U+202F>ml","240",NA
"A13037","Megestrol acetate 40<U+202F>mg","480",NA
"A13038","Melatonin 500<U+202F>microgram","1000",NA
"A13039","Melatonin 1<U+202F>mg","90",NA
"A13040","Melatonin 3<U+202F>mg","30",NA
"A13041","Melatonin 3<U+202F>mg","30",NA
"A13042","Melatonin 3<U+202F>mg","30",NA
"A13043","Melatonin 3<U+202F>mg","30",NA
"A13044","Melatonin 5<U+202F>mg","60",NA
"A13045","Melatonin 1<U+202F>mg","60",NA
"A13046","Melatonin 2<U+202F>mg","30",NA
"A13047","Melatonin 3<U+202F>mg","120",NA
"A13048","Melatonin 5<U+202F>mg","30",NA
"A13049","Melatonin 1<U+202F>mg per 1<U+202F>ml","150",NA
"A13050","Melatonin 1<U+202F>mg per 1<U+202F>ml","150",NA
"A13051","Melatonin 1<U+202F>mg per 1<U+202F>ml","150",NA
"A13052","Meloxicam 7.5<U+202F>mg","30",NA
"A13053","Meloxicam 7.5<U+202F>mg","30",NA
"A13054","Meloxicam 7.5<U+202F>mg","30",NA
"A13055","Meloxicam 7.5<U+202F>mg","30",NA
"A13056","Meloxicam 7.5<U+202F>mg","30",NA
"A13057","Meloxicam 7.5<U+202F>mg","30",NA
"A13058","Meloxicam 7.5<U+202F>mg","30",NA
"A13059","Meloxicam 7.5<U+202F>mg","30",NA
"A13060","Meloxicam 15<U+202F>mg","30",NA
"A13061","Meloxicam 15<U+202F>mg","30",NA
"A13062","Meloxicam 15<U+202F>mg","30",NA
"A13063","Meloxicam 15<U+202F>mg","30",NA
"A13064","Meloxicam 15<U+202F>mg","30",NA
"A13065","Meloxicam 15<U+202F>mg","30",NA
"A13066","Meloxicam 15<U+202F>mg","30",NA
"A13067","Meloxicam 15<U+202F>mg","30",NA
"A13068","Meloxicam 7.5<U+202F>mg","30",NA
"A13069","Meloxicam 15<U+202F>mg","30",NA
"A13070","Melphalan 2<U+202F>mg","25",NA
"A13071","Melphalan 2<U+202F>mg","25",NA
"A13072","Melphalan 2<U+202F>mg","25",NA
"A13073","Melphalan (as Melphalan hydrochloride) 50<U+202F>mg","1",NA
"A13074","Melphalan (as Melphalan hydrochloride) 50<U+202F>mg","1",NA
"A13075","Melphalan (as Melphalan hydrochloride) 50<U+202F>mg","1",NA
"A13076","Melphalan (as Melphalan hydrochloride) 50<U+202F>mg","1",NA
"A13077","Memantine hydrochloride 5<U+202F>mg","7",NA
"A13078","Memantine hydrochloride 5<U+202F>mg","7",NA
"A13079","Memantine hydrochloride 5<U+202F>mg","7",NA
"A13080","Memantine hydrochloride 5<U+202F>mg","7",NA
"A13081","Memantine hydrochloride 5<U+202F>mg","7",NA
"A13082","Memantine hydrochloride 10<U+202F>mg","7",NA
"A13083","Memantine hydrochloride 10<U+202F>mg","28",NA
"A13084","Memantine hydrochloride 10<U+202F>mg","28",NA
"A13085","Memantine hydrochloride 10<U+202F>mg","7",NA
"A13086","Memantine hydrochloride 10<U+202F>mg","28",NA
"A13087","Memantine hydrochloride 10<U+202F>mg","56",NA
"A13088","Memantine hydrochloride 10<U+202F>mg","28",NA
"A13089","Memantine hydrochloride 10<U+202F>mg","56",NA
"A13090","Memantine hydrochloride 10<U+202F>mg","28",NA
"A13091","Memantine hydrochloride 10<U+202F>mg","28",NA
"A13092","Memantine hydrochloride 10<U+202F>mg","28",NA
"A13093","Memantine hydrochloride 10<U+202F>mg","28",NA
"A13094","Memantine hydrochloride 10<U+202F>mg","56",NA
"A13095","Memantine hydrochloride 10<U+202F>mg","28",NA
"A13096","Memantine hydrochloride 10<U+202F>mg","28",NA
"A13097","Memantine hydrochloride 10<U+202F>mg","28",NA
"A13098","Memantine hydrochloride 10<U+202F>mg","28",NA
"A13099","Memantine hydrochloride 15<U+202F>mg","28",NA
"A13100","Memantine hydrochloride 15<U+202F>mg","28",NA
"A13101","Memantine hydrochloride 15<U+202F>mg","7",NA
"A13102","Memantine hydrochloride 15<U+202F>mg","28",NA
"A13103","Memantine hydrochloride 15<U+202F>mg","28",NA
"A13104","Memantine hydrochloride 20<U+202F>mg","7",NA
"A13105","Memantine hydrochloride 20<U+202F>mg","56",NA
"A13106","Memantine hydrochloride 20<U+202F>mg","7",NA
"A13107","Memantine hydrochloride 20<U+202F>mg","7",NA
"A13108","Memantine hydrochloride 20<U+202F>mg","7",NA
"A13109","Memantine hydrochloride 20<U+202F>mg","7",NA
"A13110","Memantine hydrochloride 20<U+202F>mg","7",NA
"A13111","Memantine hydrochloride 20<U+202F>mg","7",NA
"A13112","Memantine hydrochloride 20<U+202F>mg","28",NA
"A13113","Memantine hydrochloride 20<U+202F>mg","28",NA
"A13114","Memantine hydrochloride 20<U+202F>mg","7",NA
"A13115","Memantine hydrochloride 20<U+202F>mg","28",NA
"A13116","Memantine hydrochloride 20<U+202F>mg","28",NA
"A13117","Memantine hydrochloride 20<U+202F>mg","28",NA
"A13118","Memantine hydrochloride 20<U+202F>mg","28",NA
"A13119","Memantine hydrochloride 20<U+202F>mg","28",NA
"A13120","Memantine hydrochloride 5<U+202F>mg","28",NA
"A13121","Memantine hydrochloride 10<U+202F>mg","28",NA
"A13122","Memantine hydrochloride 15<U+202F>mg","28",NA
"A13123","Memantine hydrochloride 20<U+202F>mg","28",NA
"A13124","Memantine hydrochloride 5<U+202F>mg","28",NA
"A13125","Memantine hydrochloride 10<U+202F>mg","28",NA
"A13126","Memantine hydrochloride 15<U+202F>mg","28",NA
"A13127","Memantine hydrochloride 20<U+202F>mg","7",NA
"A13128","Memantine hydrochloride 10<U+202F>mg per 1<U+202F>ml","28",NA
"A13129","Memantine hydrochloride 10<U+202F>mg per 1<U+202F>ml","28",NA
"A13130","Memantine hydrochloride 10<U+202F>mg per 1<U+202F>ml","7",NA
"A13131","Memantine hydrochloride 10<U+202F>mg per 1<U+202F>ml","7",NA
"A13132","Memantine hydrochloride 10<U+202F>mg per 1<U+202F>ml","28",NA
"A13133","Memantine hydrochloride 10<U+202F>mg per 1<U+202F>ml","7",NA
"A13134","Memantine hydrochloride 10<U+202F>mg per 1<U+202F>ml","7",NA
"A13135","Memantine hydrochloride 10<U+202F>mg per 1<U+202F>ml","28",NA
"A13136","Memantine hydrochloride 10<U+202F>mg per 1<U+202F>ml","7",NA
"A13137","Memantine hydrochloride 10<U+202F>mg per 1<U+202F>ml","7",NA
"A13138","Memantine hydrochloride 10<U+202F>mg per 1<U+202F>ml","28",NA
"A13139","Memantine hydrochloride 10<U+202F>mg per 1<U+202F>ml","7",NA
"A13140","Memantine hydrochloride 10<U+202F>mg per 1<U+202F>ml","7",NA
"A13141","Memantine hydrochloride 5<U+202F>mg","28",NA
"A13142","Memantine hydrochloride 5<U+202F>mg","50",NA
"A13143","Memantine hydrochloride 5<U+202F>mg","100",NA
"A13144","Memantine hydrochloride 5<U+202F>mg","50",NA
"A13145","Memantine hydrochloride 5<U+202F>mg","100",NA
"A13146","Memantine hydrochloride 10<U+202F>mg","100",NA
"A13147","Memantine hydrochloride 10<U+202F>mg","50",NA
"A13148","Memantine hydrochloride 10<U+202F>mg","100",NA
"A13149","Memantine hydrochloride 10<U+202F>mg","50",NA
"A13150","Memantine hydrochloride 10<U+202F>mg","100",NA
"A13151","Memantine hydrochloride 10<U+202F>mg","50",NA
"A13152","Memantine hydrochloride 10<U+202F>mg","100",NA
"A13153","Memantine hydrochloride 10<U+202F>mg","50",NA
"A13154","Memantine hydrochloride 10<U+202F>mg","100",NA
"A13155","Memantine hydrochloride 10<U+202F>mg","50",NA
"A13156","Memantine hydrochloride 10<U+202F>mg","100",NA
"A13157","Memantine hydrochloride 10<U+202F>mg","50",NA
"A13158","Memantine hydrochloride 10<U+202F>mg","100",NA
"A13159","Memantine hydrochloride 10<U+202F>mg","50",NA
"A13160","Memantine hydrochloride 10<U+202F>mg","100",NA
"A13161","Memantine hydrochloride 10<U+202F>mg","50",NA
"A13162","Memantine hydrochloride 10<U+202F>mg","100",NA
"A13163","Memantine hydrochloride 15<U+202F>mg","50",NA
"A13164","Memantine hydrochloride 15<U+202F>mg","100",NA
"A13165","Memantine hydrochloride 15<U+202F>mg","50",NA
"A13166","Memantine hydrochloride 15<U+202F>mg","100",NA
"A13167","Memantine hydrochloride 15<U+202F>mg","28",NA
"A13168","Memantine hydrochloride 20<U+202F>mg","28",NA
"A13169","Memantine hydrochloride 20<U+202F>mg","28",NA
"A13170","Memantine hydrochloride 20<U+202F>mg","28",NA
"A13171","Memantine hydrochloride 20<U+202F>mg","28",NA
"A13172","Memantine hydrochloride 20<U+202F>mg","28",NA
"A13173","Menadiol phosphate (as Menadiol sodium phosphate) 10<U+202F>mg","100",NA
"A13174","Menadiol phosphate (as Menadiol sodium phosphate) 10<U+202F>mg","100",NA
"A13175","Menotrophin 75<U+202F>unit","10",NA
"A13176","Menotrophin 75<U+202F>unit","10",NA
"A13177","Menotrophin 150<U+202F>unit","10",NA
"A13178","Menotrophin 150<U+202F>unit","10",NA
"A13179","Menotrophin 600<U+202F>unit","1",NA
"A13180","Menotrophin 1200<U+202F>unit","1",NA
"A13181","Mepivacaine hydrochloride 30<U+202F>mg per 1<U+202F>ml","50",NA
